,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
SL,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,20,1,0,0,0,1,0,0,6,8,2,0,0,0,0,0,6,1,0,0,9,232,0,0,0,0,0,0,0,0,2,0,0,0,0,197,1,0,0,6,192,588,0,80,0,23,0,0,0,0,55,0,0,0,0,139,11,0,0,10,1,0,11,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,109,6,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,0,2,0,17,0,0,44,0,0,0,0,23,5,0,0,3,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,30,26,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,1,0,7,0,1,13,0,2,0,0,0,0,0,1,4,1,0,0,3,14,0,0,16,2,0,0,0,1,0,0,95,0,10,5,0,0,0,0,0,5,1,6,0,0,57,3,44,0,117,0,0,0,0,20,2,60,39,0,184,1,0,0,1,0,5,0,0,0,8,0,0,13,0,284,0,0,48,0,372,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,43,19,0,0,1,0,0,0,0,51,8,0,0,0,9,23,5,0,4,0,0,112,0,7,47,1,0,38,15,2,0,0,0,0,9,20,19,0,19,2,0,0,0,0,0,4,0,1,0,13,0,0,0,0,6,16,4
SM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,5,0,1,2,1,0,0,0,0,0,0,1,0,0,6,48,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,30,129,0,23,0,2,0,0,0,0,4,0,0,0,0,23,2,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,8,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,15,0,16,1,0,0,0,10,0,8,4,0,25,0,0,0,0,0,6,2,0,0,2,0,0,2,0,42,0,0,16,0,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13,8,0,0,1,0,0,0,0,6,3,0,0,0,3,7,3,0,3,0,0,3,0,3,4,0,0,1,3,0,0,0,0,0,1,2,6,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1
SN,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,41,0,0,0,0,1,3,0,0,21,3,0,0,0,0,0,12,8,0,0,2,119,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,10,61,345,0,36,0,2,0,0,0,0,4,0,0,0,0,8,1,0,0,1,0,3,10,13,0,0,0,0,0,2,0,0,0,0,0,0,1,0,35,3,5,17,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,0,0,4,5,0,1,0,1,0,0,4,0,22,0,0,0,0,0,0,2,1,5,0,0,98,1,16,13,14,2,0,0,0,20,3,84,45,0,18,3,0,0,3,0,6,11,0,0,0,0,0,2,0,10,0,0,41,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,11,48,4,0,0,2,0,0,0,0,3,11,2,0,0,1,28,6,0,15,0,0,7,0,7,3,0,0,4,24,0,0,0,0,0,6,8,16,0,7,10,0,0,0,0,0,3,0,0,4,5,0,0,0,1,4,10,0
SP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,1,0,0,3,4,7,0,0,0,0,0,2,1,0,0,17,64,1,0,0,0,0,0,0,0,9,0,0,0,0,59,0,0,0,2,262,115,0,0,0,12,0,0,0,0,210,0,0,0,0,19,15,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0,1,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,59,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,1,0,1,22,2,16,1,28,0,0,0,0,42,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,664,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,20,4,0,0,2,0,0,0,0,70,7,1,0,0,2,7,11,0,3,0,0,6,0,3,5,0,0,10,12,0,0,0,0,0,1,11,4,0,4,6,0,0,0,0,0,3,0,1,0,11,0,0,0,1,3,4,5
SQ,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,1,0,0,4,17,2,0,2,0,0,0,12,7,0,0,9,278,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,3,127,665,0,74,0,4,0,0,0,0,13,0,0,0,0,16,2,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,4,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,20,0,0,0,0,0,3,0,0,16,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,13,2,0,0,0,8,0,0,4,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,8,0,0,166,1,40,8,43,4,0,0,0,16,3,134,54,0,20,6,1,0,3,0,4,1,0,0,2,0,0,1,0,12,0,0,65,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,23,71,6,0,0,2,0,0,0,0,9,22,1,0,0,2,29,12,0,5,1,0,7,0,2,5,0,0,4,26,0,1,0,1,0,7,6,12,0,2,4,0,0,0,0,0,4,0,0,2,2,1,0,0,0,1,5,4
SR,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,47,0,0,0,0,1,0,0,3,20,0,0,1,0,0,0,3,7,0,0,22,351,0,2,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,210,750,0,86,0,0,0,0,0,0,10,0,0,0,0,19,0,0,0,0,2,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7,4,25,0,0,0,0,1,0,0,8,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,2,0,0,17,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,11,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,4,11,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,1,1,4,0,0,202,1,55,5,43,1,0,0,0,25,6,114,43,0,12,5,1,0,2,0,7,2,0,0,1,0,0,0,0,19,0,0,60,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,73,3,0,0,0,0,0,0,0,4,22,0,0,0,1,19,21,0,7,0,0,4,0,6,3,0,0,5,18,0,0,0,0,0,3,3,30,0,6,8,0,0,0,0,0,10,0,1,4,0,1,0,0,0,3,1,4
SS,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,9,0,8,39,2,0,0,1,10,5,0,23,15,8,0,0,0,0,0,10,10,0,1,46,990,1,2,0,0,0,0,0,0,3,0,0,0,0,116,1,0,0,38,682,2964,1,311,0,14,0,0,0,0,75,0,0,0,0,116,8,0,0,3,0,5,9,11,0,1,0,0,0,3,0,0,0,0,0,0,0,0,418,19,5,122,0,0,0,0,1,0,0,6,3,0,0,0,0,2,1,1,3,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,4,22,0,0,0,2,0,14,0,0,42,0,1,0,0,13,16,2,0,6,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,13,43,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,9,0,0,0,0,15,0,0,61,4,0,0,0,3,0,0,13,0,25,3,0,0,0,0,0,11,0,14,1,3,181,6,132,5,130,3,0,0,0,52,4,238,125,1,96,5,0,0,7,0,29,6,0,0,6,0,0,23,0,261,0,0,235,0,321,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,88,24,0,0,8,0,0,0,0,35,39,2,0,0,6,51,22,0,16,0,0,32,0,8,37,2,0,25,55,1,0,0,0,0,21,25,40,0,26,7,0,0,0,0,0,6,0,3,3,5,0,0,0,0,2,19,6
ST,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,0,0,0,0,1,0,0,8,3,2,0,0,0,0,0,8,11,0,0,7,281,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,8,185,1093,0,99,0,3,0,0,0,0,38,0,0,0,0,59,13,0,0,2,0,4,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,148,1,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,20,0,0,0,1,0,8,0,0,38,0,0,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,18,14,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,4,0,0,1,0,0,0,0,0,6,0,0,0,1,13,0,0,8,5,0,0,0,1,0,0,5,0,4,1,0,0,0,0,0,5,0,14,0,3,130,6,65,1,125,2,0,0,0,22,3,179,73,1,109,3,0,0,2,0,12,4,0,0,6,0,0,16,0,132,0,0,102,0,194,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,25,0,0,6,0,0,0,0,31,27,1,0,0,7,45,20,0,10,0,0,25,0,9,23,0,0,10,13,0,0,0,0,0,9,15,16,0,13,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,9,9,2
SV,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,2,0,1,10,94,0,2,0,0,0,0,0,0,1,0,0,0,0,175,1,1,0,6,83,253,0,24,0,18,0,0,0,0,49,0,0,0,0,134,10,0,0,2,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,4,0,0,18,0,0,0,0,11,5,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26,10,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,14,0,0,0,0,0,0,3,0,0,0,1,8,0,0,9,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,0,2,19,2,33,0,53,0,0,0,0,18,1,19,15,0,110,2,0,0,0,0,6,1,0,0,10,0,0,7,0,224,0,0,13,0,331,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,5,0,0,1,0,0,0,0,29,3,0,0,0,1,4,4,0,1,0,0,15,0,2,49,0,0,14,2,0,0,0,0,0,9,8,10,0,5,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,8,8,1
SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,11,48,0,2,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,10,1,2,0,18,0,0,0,0,3,0,11,4,0,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11,0,0,6,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,2,0,0,0,0,0,0,0,5,3,2,0,0,2,7,1,0,3,0,0,1,0,1,3,0,0,4,2,0,0,1,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0
SY,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,4,3,0,0,4,35,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,24,115,0,19,0,0,0,0,0,0,2,0,0,0,0,5,2,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,3,0,0,42,0,6,3,12,0,0,0,0,9,2,29,24,0,13,2,0,0,0,0,1,3,0,0,1,0,0,0,0,5,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,7,0,0,0,0,0,0,0,2,11,1,0,0,1,10,8,0,5,0,0,5,0,1,1,0,0,10,7,0,0,0,0,0,2,2,4,0,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,0
TA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,1,0,0,0,1,0,0,4,5,1,0,0,0,0,0,4,1,0,0,0,131,0,0,0,1,0,0,0,0,4,0,0,0,0,63,0,0,0,6,82,439,0,31,0,8,0,0,0,0,25,0,0,0,0,52,15,0,0,1,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,2,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,23,0,0,0,0,14,2,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,13,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,9,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,2,0,1,16,2,31,2,43,0,0,0,0,12,1,29,11,0,60,0,0,0,5,0,3,5,0,0,7,0,0,7,0,180,0,0,21,0,236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,5,0,0,1,0,0,0,0,20,4,2,0,0,5,9,2,0,3,0,0,20,0,4,18,0,0,12,10,0,0,0,0,0,6,10,8,0,3,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,6,1
TC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,4,45,0,5,0,0,0,0,0,0,4,0,0,0,0,9,6,0,0,7,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,4,0,0,0,0,2,0,7,5,0,12,0,0,0,5,0,1,1,0,0,0,0,0,2,0,8,0,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,1,0,0,3,0,0,0,0,0,14,4,0,0,0,0,0,4,5,7,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0
TD,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,2,0,0,2,1,1,0,1,12,0,0,1,0,0,0,7,9,0,0,6,60,0,2,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,4,51,209,0,16,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,1,1,4,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,45,2,4,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,20,0,0,0,0,0,1,0,0,11,0,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,7,2,0,0,0,2,0,0,4,19,0,1,0,0,0,0,4,0,13,0,0,0,0,0,0,3,0,2,0,1,93,1,8,4,18,4,0,0,0,29,4,79,46,0,8,2,0,0,1,0,2,5,0,0,0,0,0,0,0,8,0,0,18,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,74,4,0,0,0,0,0,0,0,9,26,4,0,0,0,28,13,0,20,0,0,9,0,10,0,0,0,12,23,0,0,0,0,0,0,2,20,0,4,12,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,9,2
TE,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,3,0,0,1,1,1,0,3,5,0,0,2,0,0,0,13,15,0,0,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,367,0,45,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,6,33,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,29,0,0,0,0,0,1,0,0,17,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,7,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,10,0,0,224,3,19,6,30,3,0,0,0,26,2,147,66,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,17,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,35,141,9,0,0,2,0,0,0,0,9,48,5,0,0,2,45,24,0,3,1,0,4,0,2,0,1,0,5,9,0,0,1,0,0,2,4,12,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,4,2
